@relation 'your_dataset_name-weka.filters.unsupervised.attribute.Remove-R1,4,18-20,22,28-32,35,37-38'

@attribute price numeric
@attribute retail_price numeric
@attribute units_sold numeric
@attribute uses_ad_boosts numeric
@attribute rating numeric
@attribute rating_count numeric
@attribute rating_five_count numeric
@attribute rating_four_count numeric
@attribute rating_three_count numeric
@attribute rating_two_count numeric
@attribute rating_one_count numeric
@attribute badges_count numeric
@attribute badge_local_product numeric
@attribute badge_product_quality numeric
@attribute badge_fast_shipping numeric
@attribute product_variation_inventory numeric
@attribute shipping_option_price numeric
@attribute shipping_is_express numeric
@attribute countries_shipped_to numeric
@attribute inventory_total numeric
@attribute has_urgency_banner numeric
@attribute merchant_rating_count numeric
@attribute merchant_rating numeric
@attribute merchant_has_profile_picture numeric

@data
1.94591,4.043051,6.908755,1,1.504077,6.844815,5.857933,5.147494,5.159055,4.488636,5.062595,0,0,0,0,1,2,0,28,50,0,13309,3.8767,0
0.693147,2.397895,4.615121,0,1.517323,3.970292,3.135494,2.197225,2.302585,1.386294,2.397895,0,0,0,0,2,1,0,40,50,1,91631,3.837937,1
2.302585,2.197225,8.517393,0,1.621366,6.612041,5.993961,4.962845,4.644391,3.828641,3.988984,0,0,0,0,50,3,0,41,50,1,20681,3.999371,1
1.94591,1.94591,4.615121,0,1.609438,2.197225,1.791759,0,0.693147,1.098612,0,0,0,0,0,5,2,0,23,50,0,127,3.874016,0
2.484907,4.234107,6.908755,0,1.635106,5.356586,4.795791,3.637586,3.465736,2.197225,2.772589,0,0,0,0,50,2,0,40,50,0,11597,4.215228,0
2.079442,1.94591,3.931826,0,1.609438,1.609438,1.386294,0,0,0,0.693147,0,0,0,0,50,2,0,139,50,1,34,4.352941,0
1.791759,3.663562,3.931826,1,1.791759,1.098612,1.098612,0,0,0,0,0,0,0,0,17,1,0,33,50,0,9,3.666667,0
1.313724,1.386294,4.615121,1,1.410987,3.044522,1.94591,1.609438,1.098612,1.098612,1.94591,0,0,0,0,1,1,0,35,50,0,14482,4.001588,0
1.927164,2.484907,6.908755,1,1.591274,5.347108,4.615121,3.73767,3.555348,2.890372,2.890372,0,0,0,0,6,1,0,29,50,1,6187,4.391304,0
2.484907,2.397895,8.517393,0,1.551809,6.916715,6.104793,5.308268,4.912655,4.406719,4.976734,0,0,0,0,50,2,0,25,50,0,61895,4.268002,1
2.197225,2.397895,4.615121,0,1.311032,2.079442,0.693147,0.693147,1.098612,0.693147,1.098612,0,0,0,0,4,3,0,20,50,0,224,3.892857,0
2.70805,4.219508,6.908755,0,1.570697,5.236442,4.442651,3.713572,3.367296,2.70805,3.091042,0,0,0,0,50,4,0,40,50,0,11900,4.150756,1
1.098612,2.302585,4.615121,0,1.497388,3.496508,2.484907,1.94591,1.791759,2.079442,1.386294,0,0,0,0,1,1,0,40,50,0,4856,4.167628,0
2.197225,2.079442,9.21044,1,1.595339,7.421178,6.714171,5.831882,5.525453,4.49981,5.129899,0,0,0,0,50,3,0,30,50,0,66644,4.137582,1
1.915451,3.433987,6.908755,1,1.483875,5.361292,4.304065,3.912023,3.178054,3.258097,3.7612,0,0,0,0,50,2,0,118,50,0,21012,4.189844,1
2.197225,3.135494,4.615121,1,1.556037,3.871201,3.218876,1.791759,1.94591,1.94591,1.94591,0,0,0,0,50,3,0,41,50,0,50593,3.876762,0
1.781709,1.791759,9.21044,1,1.595339,7.194437,6.49224,5.545177,5.298317,4.624973,4.770685,0,0,0,0,6,1,0,49,50,0,55670,4.121484,1
2.197225,2.079442,9.21044,0,1.572774,7.832411,7.107425,6.073045,5.902633,5.31812,5.703782,0,0,0,0,50,3,0,14,50,1,8821,3.87201,0
2.484907,2.397895,4.615121,1,1.495149,3.931826,3.044522,2.079442,2.197225,1.94591,2.302585,0,0,0,0,50,3,0,41,50,0,225438,4.30112,0
2.197225,3.526361,2.397895,0,1.791759,0,0,0,0,0,0,0,0,0,0,50,2,0,25,50,0,1496,4.169786,0
2.302585,3.526361,3.931826,1,1.704748,1.609438,1.098612,1.098612,0,0,0,0,0,0,0,50,3,0,41,50,0,8397,4.120281,0
2.079442,1.94591,4.615121,0,1.660131,3.988984,3.433987,2.70805,1.791759,0.693147,1.386294,0,0,0,0,50,2,0,31,50,1,2055,3.837956,1
2.484907,2.397895,9.21044,0,1.656321,6.952729,6.46925,5.214936,4.744932,3.663562,4.204693,0,0,0,0,50,3,0,36,50,0,9200,4.289674,0
2.197225,4.532599,4.615121,0,1.517323,2.833213,1.94591,1.791759,0,1.098612,1.386294,0,0,0,0,50,2,0,55,50,0,7076,3.968061,0
1.921325,1.791759,9.21044,1,1.652497,7.628518,7.058758,6.192362,5.361292,4.430817,4.70953,0,0,0,0,1,1,0,35,50,0,126370,4.146957,1
2.197225,2.079442,6.908755,0,1.48614,5.924256,4.976734,4.060443,4.110874,3.583519,4.356709,0,0,0,0,50,2,0,63,50,0,1322,3.965204,0
1.912501,1.791759,4.615121,1,1.609438,1.609438,0.693147,1.098612,0.693147,0,0,0,0,0,0,45,1,0,31,50,1,8996,3.91574,0
1.931521,1.791759,9.21044,0,1.534714,7.567346,6.766192,5.700444,5.703782,5.023881,5.765191,0,0,0,0,4,1,0,30,50,0,2366,3.951817,0
1.94591,3.044522,4.615121,0,1.406097,2.639057,1.609438,1.098612,1.098612,0.693147,1.609438,0,0,0,0,50,2,0,43,50,0,2776,3.931196,0
2.079442,1.94591,10.819798,1,1.688249,9.766808,9.354354,8.068403,7.398174,6.230481,6.340359,1,0,1,0,2,2,0,35,50,0,126370,4.146957,1
2.197225,2.079442,9.21044,1,1.547563,7.247793,6.386879,5.631212,5.451038,4.828314,5.181784,0,0,0,0,1,2,0,48,50,0,4178,3.93753,0
2.564949,2.484907,6.908755,0,1.570697,5.834811,5.099866,4.158883,3.89182,3.091042,3.850148,0,0,0,0,50,3,0,13,50,0,2248,4.150356,0
1.913977,2.197225,9.903538,1,1.609438,8.288032,7.628031,6.652863,6.357842,5.493061,5.799093,0,0,0,0,50,1,0,29,50,0,6555,4.184134,0
2.564949,2.890372,8.517393,0,1.597365,5.961005,5.247024,4.343805,4.219508,3.091042,3.555348,0,0,0,0,50,3,0,43,50,0,1288,3.978261,0
2.484907,2.397895,9.903538,1,1.623341,8.029759,7.40001,6.466145,5.97381,5.181784,5.4161,0,0,0,0,50,2,0,35,50,0,12974,3.965701,0
2.197225,3.951244,4.615121,0,1.665818,3.465736,2.995732,1.791759,1.791759,0.693147,0.693147,1,0,1,0,50,2,0,43,50,0,5846,3.832535,0
2.484907,2.397895,4.615121,1,1.495149,3.931826,3.044522,2.079442,2.197225,1.94591,2.302585,0,0,0,0,50,3,0,41,50,1,225438,4.30112,0
1.912501,3.89182,11.512935,0,1.629241,9.940061,9.322329,8.331586,7.979339,7.069023,7.182352,0,0,0,0,50,2,0,46,50,0,330405,4.067348,1
2.302585,2.197225,9.903538,0,1.547563,8.248267,7.454141,6.484635,6.34388,5.783825,6.308098,0,0,0,0,44,3,0,20,50,0,15748,4.064643,0
1.000632,1.098612,4.615121,1,1.562346,3.433987,2.772589,1.386294,1.791759,1.609438,1.386294,0,0,0,0,10,1,0,48,50,0,32168,3.884544,0
1.050822,2.302585,4.615121,1,1.519513,3.7612,2.890372,2.302585,1.609438,1.791759,2.079442,0,0,0,0,2,1,0,40,50,1,7248,3.943019,0
2.70805,4.532599,4.615121,1,1.711995,2.639057,2.397895,1.098612,0,0,0.693147,0,0,0,0,50,3,0,36,50,0,54,4.185185,0
1.545433,1.609438,6.908755,0,1.534714,5.361292,4.564348,3.526361,3.496508,2.833213,3.610918,0,0,0,0,5,1,0,24,50,0,1559,4.039128,0
1.915451,3.7612,6.908755,0,1.463255,4.804021,3.610918,3.218876,3.178054,2.995732,2.995732,0,0,0,0,50,2,0,43,50,1,5083,3.947472,0
2.484907,3.433987,4.615121,1,1.631199,3.367296,2.890372,1.609438,1.386294,0.693147,1.386294,2,1,0,1,2,3,0,45,50,0,9541,4.21046,0
2.302585,2.197225,4.615121,1,1.430311,4.290459,2.890372,2.995732,2.564949,2.197225,2.833213,0,0,0,0,10,3,0,26,50,0,288,3.729167,0
1.94591,2.197225,9.21044,0,1.601406,7.199678,6.530878,5.55296,5.236442,4.290459,4.927254,0,0,0,0,50,2,0,43,50,0,54504,3.801684,1
3.044522,2.890372,4.615121,1,1.335001,2.772589,1.098612,1.386294,1.791759,0,1.791759,0,0,0,0,50,6,0,36,50,0,67,3.298507,0
1.896119,1.791759,8.517393,0,1.587192,7.057898,6.326149,5.493061,5.075174,4.330733,4.85203,0,0,0,0,50,2,0,42,50,1,99283,4.285598,0
2.197225,4.189655,4.615121,0,1.60342,3.401197,2.944439,0.693147,1.791759,0.693147,1.609438,0,0,0,0,1,2,0,33,50,0,239,3.882845,0
2.197225,2.079442,6.908755,1,1.528228,6.505784,5.541264,5.049856,4.634729,4.127134,4.574711,0,0,0,0,10,2,0,39,50,0,40616,4.098557,0
1.94591,1.94591,6.908755,1,1.572774,4.905275,4.143135,3.295837,3.178054,1.94591,2.890372,0,0,0,0,1,2,0,35,50,0,670,3.844776,0
2.484907,2.397895,8.517393,0,1.601406,7.350516,6.612041,5.826,5.556828,4.70953,4.682131,0,0,0,0,50,3,0,23,50,0,4610,4.252711,0
2.079442,1.94591,6.908755,1,1.648659,4.682131,4.204693,2.639057,2.944439,1.386294,2.079442,0,0,0,0,3,2,0,26,50,0,247,3.94332,0
2.484907,2.397895,9.21044,0,1.562346,7.435438,6.58755,5.932245,5.609472,4.727388,5.347108,0,0,0,0,50,3,0,31,50,0,13946,4.000143,0
1.918392,3.433987,4.615121,0,1.283708,2.944439,1.386294,1.098612,1.791759,0.693147,2.079442,0,0,0,0,3,2,0,41,50,1,26473,3.894761,0
2.70805,2.564949,9.21044,0,1.595339,7.988543,7.26403,6.421622,6.115892,5.198497,5.613128,0,0,0,0,36,4,0,26,50,1,32858,3.885538,0
1.791759,3.951244,2.397895,0,1.791759,0,0,0,0,0,0,0,0,0,0,1,1,0,36,50,0,295,3.989831,0
1.791759,1.791759,4.615121,1,1.667707,2.397895,1.94591,1.098612,0.693147,0.693147,0,0,0,0,0,3,2,0,22,50,0,10799,4.167979,0
2.484907,2.397895,6.908755,0,1.633154,5.521461,4.969813,3.89182,3.218876,2.564949,3.135494,0,0,0,0,50,2,0,21,50,0,8989,3.85193,1
2.564949,4.219508,2.397895,0,1.541159,1.386294,1.098612,0,0,0,0.693147,0,0,0,0,20,3,0,32,50,0,238,4.008403,0
1.899118,1.791759,2.397895,0,1.704748,1.098612,0.693147,0.693147,0,0,0,0,0,0,0,50,2,0,109,50,0,160,4.5125,1
2.484907,2.397895,4.615121,1,1.609438,2.564949,2.079442,0.693147,1.098612,0.693147,0.693147,0,0,0,0,50,2,0,32,50,0,546,4.014652,0
2.890372,2.772589,9.21044,0,1.640937,8.019942,7.486053,6.338594,5.808142,4.820282,5.476464,1,0,1,0,50,5,0,52,50,0,12881,4.352612,1
2.079442,3.78419,4.615121,0,1.549688,3.091042,2.397895,1.791759,0,1.098612,1.609438,0,0,0,0,9,2,0,40,50,0,9078,3.878167,0
2.564949,4.454347,3.931826,1,1.7492,1.609438,1.386294,0.693147,0,0,0,0,0,0,0,18,3,0,35,50,0,57,4.175439,0
2.079442,1.94591,4.615121,0,1.791759,1.098612,1.098612,0,0,0,0,0,0,0,0,50,2,0,41,50,0,9703,3.970731,0
2.079442,3.526361,3.931826,0,1.386294,1.098612,0,0.693147,0,0.693147,0,0,0,0,0,50,2,0,41,50,0,25222,4.001546,0
2.484907,4.094345,6.908755,0,1.631199,4.912655,4.330733,3.218876,2.995732,2.397895,2.079442,0,0,0,0,50,2,0,41,50,0,6715,4.057185,1
2.564949,3.78419,4.615121,0,1.52388,3.332205,2.079442,2.302585,2.079442,0.693147,1.386294,0,0,0,0,50,3,0,42,50,0,3237,3.948409,0
2.639057,3.951244,8.517393,0,1.528228,4.85203,4.094345,2.833213,3.044522,2.079442,3.258097,0,0,0,0,50,3,0,43,50,1,17244,3.946416,0
1.313724,2.302585,0.693147,0,1.791759,0,0,0,0,0,0,0,0,0,0,1,1,0,33,50,0,378,3.597884,0
1.94591,1.94591,9.903538,1,1.607436,7.378384,6.697034,5.777652,5.476464,4.615121,4.882802,0,0,0,0,50,2,0,33,50,0,16013,4.108849,0
2.302585,4.043051,4.615121,1,1.61542,3.433987,2.890372,1.94591,1.098612,0.693147,1.609438,0,0,0,0,3,3,0,19,50,0,49,3.714286,0
1.791759,1.791759,3.931826,0,1.791759,0.693147,0.693147,0,0,0,0,0,0,0,0,5,2,0,47,50,0,4,3.75,0
1.925707,1.791759,6.908755,0,1.553925,5.01728,4.276666,3.178054,3.178054,2.484907,3.135494,0,0,0,0,6,1,0,30,50,0,9308,3.993017,0
1.098612,1.098612,9.21044,1,1.607436,6.888572,6.25575,5.198497,4.795791,4.219508,4.543295,0,0,0,0,1,1,0,23,50,0,12309,4.04517,1
2.079442,1.94591,8.517393,0,1.682688,6.904751,6.484635,5.187386,4.553877,3.496508,3.663562,1,0,1,0,8,2,0,41,50,1,130598,3.946791,0
1.896119,1.94591,4.615121,0,1.406097,2.639057,1.386294,1.386294,1.386294,0,1.609438,0,0,0,0,50,2,0,35,50,0,2782,4.069015,0
2.639057,2.890372,8.517393,0,1.631199,6.675823,6.111467,5.01728,4.488636,3.583519,4.248495,0,0,0,0,6,3,0,43,50,1,4571,3.910742,0
2.197225,2.079442,8.517393,1,1.526056,7.134891,6.216606,5.488938,5.337538,4.844187,5.198497,0,0,0,0,27,3,0,28,50,0,88193,4.080891,1
2.484907,2.397895,6.908755,1,1.564441,5.703782,4.795791,4.304065,4.025352,3.135494,3.401197,0,0,0,0,5,3,0,35,50,0,433,3.896074,0
2.197225,2.079442,9.903538,0,1.619388,9.094368,8.442685,7.583248,7.022868,6.202536,6.532334,0,0,0,0,50,2,0,31,50,1,19221,4.168097,0
2.833213,4.343805,4.615121,1,1.510722,3.663562,2.772589,2.302585,1.098612,1.791759,2.079442,0,0,0,0,50,5,0,58,50,0,1088,4.272059,1
2.484907,2.397895,4.615121,0,1.722767,1.791759,1.386294,1.098612,0,0,0,0,0,0,0,12,3,0,42,50,0,38936,4.122997,1
2.484907,2.397895,8.517393,0,1.551809,6.916715,6.104793,5.308268,4.912655,4.406719,4.976734,0,0,0,0,50,2,0,25,50,1,61895,4.268002,1
2.197225,2.079442,9.903538,0,1.640937,8.833608,8.270525,7.190676,6.768493,5.840642,6.033086,1,0,1,0,50,2,0,32,50,0,43676,4.283611,0
2.70805,2.564949,6.908755,1,1.617406,6.177944,5.590987,4.465908,4.110874,2.944439,3.931826,0,0,0,0,50,4,0,41,50,0,26473,3.894761,0
2.079442,1.94591,4.615121,0,1.526056,3.258097,2.397895,1.609438,1.791759,1.386294,1.386294,0,0,0,0,50,2,0,127,50,0,483,4.15528,0
2.564949,2.484907,9.903538,1,1.587192,7.738488,7.003065,6.109248,5.894403,5.043425,5.442418,0,0,0,0,25,3,0,50,50,0,59903,4.153665,1
2.079442,3.931826,6.908755,0,1.501853,3.912023,2.833213,2.484907,2.397895,1.791759,2.079442,0,0,0,0,50,2,0,132,50,0,1290,4.011628,0
1.098612,4.043051,4.615121,1,1.403643,3.367296,2.484907,1.386294,0.693147,1.386294,2.397895,0,0,0,0,2,1,0,26,50,0,4435,3.696054,0
1.94591,2.833213,4.615121,1,1.413423,3.332205,1.94591,1.94591,1.791759,1.791759,1.791759,0,0,0,0,25,2,0,18,50,1,9177,3.874033,0
2.197225,2.079442,6.908755,1,1.623341,5.590987,5.003946,3.806662,3.713572,2.772589,3.044522,0,0,0,0,50,3,0,38,50,1,2745,4.125683,0
2.197225,4.442651,9.903538,0,1.601406,9.100637,8.40492,7.523481,7.153052,6.369901,6.663133,0,0,0,0,50,3,0,125,50,1,48654,4.204916,0
2.197225,3.258097,8.517393,0,1.609438,3.496508,2.995732,1.791759,0.693147,1.386294,1.609438,0,0,0,0,50,3,0,43,50,1,13127,4.123943,0
2.484907,3.135494,6.908755,1,1.60342,5.886104,5.198497,4.317488,3.912023,3.367296,3.367296,0,0,0,0,50,2,0,30,50,1,4508,4.330745,0
1.539015,1.609438,8.517393,0,1.432701,6.985642,5.793014,5.141664,5.356586,4.859812,5.501258,0,0,0,0,2,1,0,45,50,0,10600,3.867547,0
0.985817,1.098612,4.615121,1,1.541159,2.564949,1.94591,1.098612,0.693147,0,1.386294,0,0,0,0,1,1,0,40,50,0,1047,3.956065,0
2.639057,2.484907,4.615121,0,1.252763,1.098612,0,0.693147,0,0,0.693147,0,0,0,0,36,3,0,29,50,1,31,3.774194,0
2.639057,2.484907,6.908755,1,1.572774,2.484907,1.791759,1.386294,0.693147,0,1.098612,0,0,0,0,30,3,0,43,50,0,80093,4.006692,0
2.484907,2.833213,4.615121,1,1.366092,2.564949,1.098612,0.693147,1.94591,0,1.386294,0,0,0,0,50,2,0,16,50,1,18,3.666667,0
2.079442,2.302585,6.908755,0,1.558145,5.393628,4.624973,3.610918,3.663562,2.772589,3.401197,0,0,0,0,2,2,0,44,50,1,30643,4.152727,1
1.759581,4.343805,9.21044,0,1.640937,8.050703,7.436028,6.582025,6.033086,4.94876,5.099866,0,0,0,0,45,1,0,39,50,0,24564,3.92888,0
